-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 03/01/2021 through 05/31/2021 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,PS,WS10M,PRECTOTCORR,RH2M,T2M_MAX,T2M_MIN
53.25,37.25,2021,144,99.23,2.52,0.06,80.22,18.01,6.27
53.25,37.75,2021,144,99.25,2.57,0.04,79.15,18.72,6.31
53.25,38.25,2021,144,99.36,2.6,0.03,77.59,19.51,6.61
53.25,38.75,2021,144,99.53,2.62,0.02,76.06,20.12,7.0
43.75,29.25,2021,145,102.1,2.84,0.02,76.46,17.68,15.84
43.75,29.75,2021,145,102.16,2.79,0.0,76.69,17.32,15.74
43.75,30.25,2021,145,102.16,2.89,0.0,77.81,17.12,15.42
43.75,30.75,2021,145,102.15,3.12,0.0,79.81,16.9,15.13
43.75,31.25,2021,145,102.14,3.36,0.0,81.78,16.66,14.95
43.75,31.75,2021,145,102.13,3.47,0.0,82.98,16.46,14.93
43.75,32.25,2021,145,102.11,3.64,0.0,84.12,16.29,14.92
43.75,32.75,2021,145,102.1,3.82,0.0,85.32,16.14,14.92
43.75,33.25,2021,145,102.08,3.95,0.0,86.38,16.01,14.97
43.75,33.75,2021,145,102.05,3.89,0.0,86.75,15.96,15.15
43.75,34.25,2021,145,102.03,3.82,0.0,85.72,16.22,15.29
43.75,34.75,2021,145,102.01,3.87,0.0,85.28,16.33,15.5
43.75,35.25,2021,145,101.98,4.11,0.0,86.16,16.44,15.65
43.75,35.75,2021,145,101.95,4.4,0.01,88.35,16.56,15.73
43.75,36.25,2021,145,101.93,4.39,0.04,91.12,16.65,15.88
43.75,36.75,2021,145,101.91,3.95,0.07,92.32,16.87,16.18
43.75,37.25,2021,145,101.9,3.11,0.09,93.86,16.92,16.24
43.75,37.75,2021,145,101.89,2.57,0.09,94.44,16.9,16.14
43.75,38.25,2021,145,101.85,2.5,0.11,93.18,16.96,15.92
43.75,38.75,2021,145,101.69,2.57,0.23,89.62,17.28,15.58
44.25,29.25,2021,145,102.07,3.06,0.02,74.01,18.07,15.9
44.25,29.75,2021,145,102.16,2.97,0.0,74.28,17.52,15.99
44.25,30.25,2021,145,102.16,2.99,0.0,75.72,17.34,15.7
44.25,30.75,2021,145,102.15,3.17,0.0,78.5,17.04,15.37
44.25,31.25,2021,145,102.14,3.33,0.0,81.0,16.66,15.16
44.25,31.75,2021,145,102.13,3.43,0.0,82.4,16.48,15.14
44.25,32.25,2021,145,102.11,3.75,0.0,83.95,16.3,15.12
44.25,32.75,2021,145,102.04,4.06,0.0,85.38,16.17,15.05
44.25,33.25,2021,145,101.69,4.08,0.0,85.6,16.47,14.72
44.25,33.75,2021,145,100.66,3.54,0.0,82.75,17.94,13.79
44.25,34.25,2021,145,100.99,3.14,0.0,81.62,17.72,14.24
44.25,34.75,2021,145,101.6,3.25,0.0,82.19,17.37,14.97
44.25,35.25,2021,145,101.95,3.56,0.0,83.64,17.1,15.49
44.25,35.75,2021,145,101.95,3.88,0.0,85.18,17.05,15.74
44.25,36.25,2021,145,101.92,4.16,0.01,86.03,17.25,16.06
44.25,36.75,2021,145,101.89,3.67,0.04,87.41,17.5,16.5
44.25,37.25,2021,145,101.73,2.69,0.08,88.54,17.71,16.32
44.25,37.75,2021,145,101.46,2.11,0.17,88.1,18.04,15.8
44.25,38.25,2021,145,101.08,2.07,0.33,86.23,18.52,15.09
44.25,38.75,2021,145,100.5,2.02,0.64,84.53,18.98,14.22
44.75,29.25,2021,145,102.0,3.08,0.01,69.32,20.47,14.82
44.75,29.75,2021,145,102.14,3.25,0.0,72.27,18.5,15.63
44.75,30.25,2021,145,102.16,3.36,0.0,75.56,17.32,15.88
44.75,30.75,2021,145,102.15,3.39,0.0,78.53,17.0,15.63
44.75,31.25,2021,145,102.14,3.37,0.0,80.88,16.6,15.28
44.75,31.75,2021,145,102.12,3.51,0.01,82.92,16.29,15.22
44.75,32.25,2021,145,102.09,3.88,0.01,84.49,16.16,15.11
44.75,32.75,2021,145,101.99,4.09,0.01,85.09,16.64,14.79
44.75,33.25,2021,145,101.5,3.84,0.01,83.29,18.18,13.84
44.75,33.75,2021,145,100.12,2.93,0.01,76.72,21.27,11.55
44.75,34.25,2021,145,99.36,2.79,0.01,73.92,21.04,11.44
44.75,34.75,2021,145,100.21,3.03,0.0,74.25,20.3,12.65
44.75,35.25,2021,145,101.24,3.25,0.0,76.3,19.34,13.98
44.75,35.75,2021,145,101.75,3.44,0.01,78.71,18.6,14.94
44.75,36.25,2021,145,101.79,3.91,0.02,80.16,18.74,15.77
44.75,36.75,2021,145,101.77,3.48,0.04,81.68,19.12,16.05
44.75,37.25,2021,145,101.44,2.71,0.1,80.82,19.76,15.4
44.75,37.75,2021,145,101.07,2.12,0.23,78.71,20.55,14.42
44.75,38.25,2021,145,100.74,1.88,0.55,77.12,21.12,13.57
44.75,38.75,2021,145,100.41,1.82,1.18,78.47,20.88,13.18
45.25,29.25,2021,145,101.92,2.87,0.0,64.84,22.85,12.89
45.25,29.75,2021,145,102.09,3.39,0.0,71.28,19.7,14.51
45.25,30.25,2021,145,102.15,3.7,0.0,77.04,17.27,15.56
45.25,30.75,2021,145,102.14,3.64,0.0,80.26,16.51,15.52
45.25,31.25,2021,145,102.13,3.55,0.0,82.53,16.14,15.1
45.25,31.75,2021,145,102.12,3.73,0.02,84.73,15.87,14.92
45.25,32.25,2021,145,102.03,3.83,0.02,84.57,16.59,14.62
45.25,32.75,2021,145,101.88,3.71,0.02,82.47,18.47,13.93
45.25,33.25,2021,145,101.62,3.33,0.02,78.32,21.16,12.72
45.25,33.75,2021,145,101.18,2.75,0.01,71.5,23.79,10.93
45.25,34.25,2021,145,100.08,3.02,0.01,67.12,23.93,10.67
45.25,34.75,2021,145,100.39,3.41,0.01,67.25,22.74,12.08
45.25,35.25,2021,145,101.14,3.7,0.01,70.56,20.88,13.87
45.25,35.75,2021,145,101.69,3.83,0.01,75.14,19.29,15.25
45.25,36.25,2021,145,101.7,3.79,0.02,78.47,19.17,15.85
45.25,36.75,2021,145,101.71,3.61,0.04,79.77,19.69,16.14
45.25,37.25,2021,145,101.57,3.14,0.09,77.71,20.84,15.48
45.25,37.75,2021,145,101.46,2.59,0.23,74.49,22.08,14.38
45.25,38.25,2021,145,101.45,2.18,0.61,72.29,22.79,13.51
45.25,38.75,2021,145,101.47,2.08,1.48,73.34,22.27,13.63
45.75,29.25,2021,145,101.52,2.76,0.0,65.55,22.54,10.99
45.75,29.75,2021,145,101.79,3.14,0.0,70.4,21.11,12.02
45.75,30.25,2021,145,101.99,3.53,0.0,76.22,18.91,13.44
45.75,30.75,2021,145,102.09,3.77,0.0,81.28,16.72,14.52
45.75,31.25,2021,145,102.13,3.83,0.01,84.41,15.88,14.61
45.75,31.75,2021,145,102.1,3.94,0.02,84.81,16.74,14.36
45.75,32.25,2021,145,102.01,3.85,0.02,83.2,18.05,13.95
45.75,32.75,2021,145,101.87,3.53,0.02,79.68,20.32,13.25
45.75,33.25,2021,145,101.72,3.14,0.01,74.73,22.98,12.46
45.75,33.75,2021,145,101.63,2.96,0.01,69.28,24.37,12.13
45.75,34.25,2021,145,101.63,3.17,0.01,65.01,24.6,12.68
45.75,34.75,2021,145,101.71,3.59,0.01,67.22,22.99,13.95
45.75,35.25,2021,145,101.82,3.87,0.01,72.28,20.54,15.34
45.75,35.75,2021,145,101.89,3.78,0.01,77.12,18.47,16.39
45.75,36.25,2021,145,101.82,3.28,0.01,79.22,18.26,16.75
45.75,36.75,2021,145,101.82,3.24,0.03,80.32,18.61,17.24
45.75,37.25,2021,145,101.83,3.03,0.08,78.64,19.67,17.1
45.75,37.75,2021,145,101.83,2.61,0.23,75.26,21.21,16.31
45.75,38.25,2021,145,101.79,2.11,0.62,71.85,22.63,15.22
45.75,38.75,2021,145,101.68,1.82,1.49,70.75,22.98,14.51
46.25,29.25,2021,145,101.0,2.78,0.0,68.41,22.06,9.59
46.25,29.75,2021,145,101.35,2.82,0.0,70.01,22.32,9.77
46.25,30.25,2021,145,101.66,3.14,0.0,73.58,21.24,10.9
46.25,30.75,2021,145,101.9,3.57,0.01,78.42,19.1,12.51
46.25,31.25,2021,145,102.03,3.8,0.01,81.75,18.09,13.27
46.25,31.75,2021,145,102.02,3.8,0.01,79.72,19.75,13.23
46.25,32.25,2021,145,101.96,3.56,0.01,76.95,21.33,12.73
46.25,32.75,2021,145,101.89,3.2,0.01,73.84,22.89,12.21
46.25,33.25,2021,145,101.82,2.89,0.01,70.82,24.15,11.94
46.25,33.75,2021,145,101.74,2.82,0.01,68.38,24.49,12.07
46.25,34.25,2021,145,101.73,3.06,0.01,65.2,24.88,12.65
46.25,34.75,2021,145,101.76,3.45,0.01,66.71,24.01,13.83
46.25,35.25,2021,145,101.82,3.7,0.01,70.54,22.28,15.04
46.25,35.75,2021,145,101.86,3.61,0.02,74.24,20.42,16.03
46.25,36.25,2021,145,101.86,3.02,0.02,75.34,19.47,16.89
46.25,36.75,2021,145,101.87,2.8,0.07,77.17,18.79,17.53
46.25,37.25,2021,145,101.86,2.52,0.18,76.67,19.19,17.84
46.25,37.75,2021,145,101.81,2.17,0.35,74.09,20.6,17.39
46.25,38.25,2021,145,101.74,1.81,0.64,70.91,22.29,16.29
46.25,38.75,2021,145,101.63,1.53,1.19,69.81,22.9,15.15
46.75,29.25,2021,145,100.76,2.9,0.0,70.9,21.87,9.25
46.75,29.75,2021,145,101.02,2.78,0.0,71.91,22.28,9.14
46.75,30.25,2021,145,101.25,2.9,0.01,72.91,22.41,9.57
46.75,30.75,2021,145,101.48,3.14,0.02,73.89,22.23,10.4
46.75,31.25,2021,145,101.66,3.34,0.02,75.19,22.14,11.06
46.75,31.75,2021,145,101.72,3.33,0.01,72.89,23.06,11.37
46.75,32.25,2021,145,101.67,3.06,0.01,69.88,24.34,11.11
46.75,32.75,2021,145,101.61,2.83,0.01,67.56,25.11,10.93
46.75,33.25,2021,145,101.56,2.74,0.02,66.63,25.16,11.04
46.75,33.75,2021,145,101.47,2.76,0.03,67.03,24.92,11.2
46.75,34.25,2021,145,101.42,2.96,0.03,66.13,25.2,11.59
46.75,34.75,2021,145,101.43,3.15,0.03,66.06,25.16,12.4
46.75,35.25,2021,145,101.44,3.33,0.02,66.82,24.76,13.13
46.75,35.75,2021,145,101.41,3.37,0.03,68.03,24.03,13.75
46.75,36.25,2021,145,101.34,3.04,0.05,68.88,23.04,14.64
46.75,36.75,2021,145,101.39,2.79,0.13,70.3,22.12,15.51
46.75,37.25,2021,145,101.52,2.37,0.27,71.46,21.43,16.37
46.75,37.75,2021,145,101.63,2.01,0.42,71.21,21.68,16.54
46.75,38.25,2021,145,101.65,1.8,0.57,70.01,22.54,16.02
46.75,38.75,2021,145,101.6,1.7,0.76,69.94,22.64,15.48
47.25,29.25,2021,145,100.48,3.03,0.0,72.9,21.56,9.13
47.25,29.75,2021,145,100.6,2.78,0.0,73.86,21.97,8.83
47.25,30.25,2021,145,100.78,2.74,0.01,73.9,22.64,8.88
47.25,30.75,2021,145,101.03,2.81,0.02,73.03,23.42,9.23
47.25,31.25,2021,145,101.2,2.89,0.02,72.03,23.99,9.58
47.25,31.75,2021,145,101.27,2.91,0.02,69.33,24.41,9.99
47.25,32.25,2021,145,101.28,2.89,0.01,67.06,24.86,10.28
47.25,32.75,2021,145,101.26,2.91,0.02,65.91,25.07,10.63
47.25,33.25,2021,145,101.24,3.01,0.03,66.14,24.96,11.1
47.25,33.75,2021,145,101.25,3.11,0.04,67.59,24.62,11.69
47.25,34.25,2021,145,101.29,3.19,0.05,68.49,24.53,12.14
47.25,34.75,2021,145,101.23,3.16,0.04,68.85,24.62,12.05
47.25,35.25,2021,145,101.09,3.1,0.04,68.54,24.83,11.62
47.25,35.75,2021,145,100.85,3.01,0.04,68.07,24.98,11.28
47.25,36.25,2021,145,100.51,2.86,0.07,68.59,24.79,11.68
47.25,36.75,2021,145,100.41,2.7,0.12,68.47,24.54,12.43
47.25,37.25,2021,145,100.61,2.44,0.22,69.6,23.66,13.21
47.25,37.75,2021,145,100.9,2.22,0.3,70.7,23.1,13.63
47.25,38.25,2021,145,101.12,2.09,0.35,71.26,23.04,13.7
47.25,38.75,2021,145,101.25,2.05,0.44,71.53,22.87,13.82
47.75,29.25,2021,145,100.05,3.23,0.0,74.04,21.23,8.95
47.75,29.75,2021,145,100.17,2.88,0.0,75.13,21.6,8.67
47.75,30.25,2021,145,100.4,2.73,0.0,75.44,22.28,8.58
47.75,30.75,2021,145,100.65,2.7,0.0,74.74,23.04,8.68
47.75,31.25,2021,145,100.73,2.74,0.01,72.84,23.56,8.94
47.75,31.75,2021,145,100.67,2.81,0.01,69.72,23.79,9.35
47.75,32.25,2021,145,100.75,2.92,0.01,67.27,24.18,9.88
47.75,32.75,2021,145,100.83,3.08,0.01,66.59,24.43,10.44
47.75,33.25,2021,145,100.89,3.27,0.02,67.57,24.48,11.02
47.75,33.75,2021,145,100.98,3.4,0.03,68.84,24.44,11.67
47.75,34.25,2021,145,101.03,3.42,0.04,70.94,24.14,11.98
47.75,34.75,2021,145,101.0,3.39,0.05,72.14,24.05,11.72
47.75,35.25,2021,145,100.85,3.26,0.07,72.66,24.1,11.09
47.75,35.75,2021,145,100.6,3.07,0.1,72.83,24.22,10.5
47.75,36.25,2021,145,100.29,2.9,0.12,73.16,24.27,10.61
47.75,36.75,2021,145,100.05,2.67,0.16,72.46,24.08,10.84
47.75,37.25,2021,145,100.0,2.42,0.23,72.02,23.66,11.02
47.75,37.75,2021,145,100.06,2.3,0.28,72.24,23.25,11.22
47.75,38.25,2021,145,100.17,2.27,0.34,73.08,22.98,11.51
47.75,38.75,2021,145,100.33,2.2,0.45,74.0,22.92,12.01
48.25,29.25,2021,145,99.61,3.44,0.0,74.87,20.94,8.84
48.25,29.75,2021,145,99.84,3.03,0.0,75.85,21.32,8.6
48.25,30.25,2021,145,100.08,2.82,0.0,76.19,21.93,8.3
48.25,30.75,2021,145,100.25,2.75,0.0,75.6,22.54,8.12
48.25,31.25,2021,145,100.22,2.76,0.01,74.0,22.85,8.35
48.25,31.75,2021,145,100.12,2.85,0.01,72.05,22.89,8.83
48.25,32.25,2021,145,100.24,2.99,0.01,70.27,23.17,9.35
48.25,32.75,2021,145,100.4,3.16,0.01,69.74,23.44,9.9
48.25,33.25,2021,145,100.51,3.37,0.02,70.38,23.61,10.49
48.25,33.75,2021,145,100.64,3.56,0.02,70.91,23.76,11.14
48.25,34.25,2021,145,100.65,3.62,0.03,72.81,23.73,11.37
48.25,34.75,2021,145,100.72,3.62,0.05,73.77,23.78,11.46
48.25,35.25,2021,145,100.7,3.55,0.09,74.57,23.81,11.29
48.25,35.75,2021,145,100.57,3.39,0.14,75.32,23.81,11.0
48.25,36.25,2021,145,100.45,3.14,0.21,75.5,23.85,10.96
48.25,36.75,2021,145,100.25,2.88,0.28,74.85,23.75,10.84
48.25,37.25,2021,145,100.02,2.66,0.35,74.22,23.28,10.9
48.25,37.75,2021,145,99.82,2.54,0.46,74.34,22.85,11.24
48.25,38.25,2021,145,99.72,2.49,0.63,75.16,22.7,11.83
48.25,38.75,2021,145,99.73,2.33,0.86,75.78,22.87,12.52
48.75,29.25,2021,145,99.29,3.7,0.0,75.36,20.72,8.9
48.75,29.75,2021,145,99.5,3.21,0.0,75.84,21.05,8.85
48.75,30.25,2021,145,99.72,2.93,0.0,76.18,21.54,8.46
48.75,30.75,2021,145,99.9,2.83,0.0,75.89,22.07,8.0
48.75,31.25,2021,145,99.99,2.81,0.0,74.56,22.4,7.95
48.75,31.75,2021,145,100.04,2.84,0.01,73.56,22.43,8.35
48.75,32.25,2021,145,100.16,2.93,0.01,72.39,22.5,9.04
48.75,32.75,2021,145,100.35,3.09,0.01,71.56,22.73,9.7
48.75,33.25,2021,145,100.54,3.29,0.01,71.37,23.09,10.16
48.75,33.75,2021,145,100.66,3.47,0.02,71.97,23.37,10.34
48.75,34.25,2021,145,100.8,3.61,0.03,73.34,23.49,10.73
48.75,34.75,2021,145,100.81,3.7,0.04,73.84,23.6,11.31
48.75,35.25,2021,145,100.7,3.76,0.06,74.51,23.59,11.64
48.75,35.75,2021,145,100.52,3.73,0.1,75.55,23.5,11.63
48.75,36.25,2021,145,100.39,3.52,0.18,76.25,23.51,11.59
48.75,36.75,2021,145,100.3,3.37,0.3,75.95,23.63,11.81
48.75,37.25,2021,145,100.22,3.21,0.45,75.22,23.55,12.11
48.75,37.75,2021,145,100.12,3.05,0.65,74.89,23.51,12.47
48.75,38.25,2021,145,100.05,2.84,0.9,75.03,23.6,12.91
48.75,38.75,2021,145,100.06,2.56,1.11,74.88,23.79,13.47
49.25,29.25,2021,145,99.17,4.05,0.0,75.61,20.59,9.03
49.25,29.75,2021,145,99.4,3.41,0.0,75.42,20.83,9.36
49.25,30.25,2021,145,99.63,3.01,0.0,75.53,21.24,9.25
49.25,30.75,2021,145,99.89,2.87,0.0,75.54,21.76,8.66
49.25,31.25,2021,145,100.17,2.88,0.0,74.47,22.2,8.03
49.25,31.75,2021,145,100.39,2.91,0.0,73.12,22.25,8.32
49.25,32.25,2021,145,100.56,2.99,0.01,71.86,22.24,9.07
49.25,32.75,2021,145,100.71,3.07,0.01,71.22,22.5,9.56
49.25,33.25,2021,145,100.83,3.15,0.01,71.42,22.99,9.6
49.25,33.75,2021,145,100.84,3.25,0.02,72.34,23.36,9.44
49.25,34.25,2021,145,100.89,3.42,0.03,73.59,23.41,9.76
49.25,34.75,2021,145,100.78,3.62,0.03,73.94,23.38,10.63
49.25,35.25,2021,145,100.56,3.82,0.03,74.31,23.25,11.45
49.25,35.75,2021,145,100.36,3.95,0.04,75.01,23.15,11.93
49.25,36.25,2021,145,100.32,3.91,0.08,75.78,23.27,12.12
49.25,36.75,2021,145,100.34,3.87,0.2,75.81,23.43,12.63
49.25,37.25,2021,145,100.36,3.79,0.4,75.36,23.56,13.12
49.25,37.75,2021,145,100.34,3.61,0.6,74.81,23.7,13.43
49.25,38.25,2021,145,100.31,3.34,0.74,74.28,23.86,13.51
49.25,38.75,2021,145,100.36,3.07,0.73,73.66,24.07,13.45
49.75,29.25,2021,145,99.32,4.42,0.0,75.43,20.57,9.3
49.75,29.75,2021,145,99.61,3.71,0.0,74.68,20.76,9.7
49.75,30.25,2021,145,99.9,3.15,0.0,74.21,21.11,9.91
49.75,30.75,2021,145,100.19,2.87,0.0,74.19,21.56,9.62
49.75,31.25,2021,145,100.47,2.96,0.0,74.22,21.9,8.93
49.75,31.75,2021,145,100.7,2.95,0.0,73.32,22.12,8.47
49.75,32.25,2021,145,100.82,2.97,0.0,72.57,22.25,8.45
49.75,32.75,2021,145,100.85,3.0,0.0,72.47,22.46,8.48
49.75,33.25,2021,145,100.8,3.04,0.0,72.96,22.74,8.46
49.75,33.75,2021,145,100.73,3.14,0.01,73.41,22.96,8.54
49.75,34.25,2021,145,100.64,3.28,0.03,74.06,22.94,8.9
49.75,34.75,2021,145,100.52,3.46,0.02,73.9,22.94,9.77
49.75,35.25,2021,145,100.35,3.68,0.02,73.6,22.89,10.79
49.75,35.75,2021,145,100.2,3.88,0.02,73.59,22.84,11.67
49.75,36.25,2021,145,100.25,4.02,0.05,74.06,22.94,12.17
49.75,36.75,2021,145,100.3,4.07,0.17,74.61,23.01,12.64
49.75,37.25,2021,145,100.29,4.06,0.41,74.88,23.07,12.96
49.75,37.75,2021,145,100.25,3.96,0.63,74.84,23.16,13.11
49.75,38.25,2021,145,100.21,3.76,0.67,74.51,23.3,13.07
49.75,38.75,2021,145,100.19,3.54,0.32,73.94,23.43,12.8
50.25,29.25,2021,145,99.68,4.7,0.0,75.12,20.61,9.8
50.25,29.75,2021,145,99.93,4.06,0.0,74.21,20.81,9.59
50.25,30.25,2021,145,100.21,3.43,0.0,73.2,21.14,9.82
50.25,30.75,2021,145,100.49,2.93,0.0,72.82,21.46,10.18
50.25,31.25,2021,145,100.69,2.77,0.0,73.88,21.66,9.8
50.25,31.75,2021,145,100.73,2.78,0.0,74.53,21.87,8.59
50.25,32.25,2021,145,100.7,2.82,0.0,74.52,22.03,7.88
50.25,32.75,2021,145,100.64,2.91,0.0,74.39,22.16,7.66
50.25,33.25,2021,145,100.58,3.02,0.0,74.34,22.28,7.77
50.25,33.75,2021,145,100.52,3.11,0.01,74.22,22.42,7.94
50.25,34.25,2021,145,100.43,3.19,0.02,73.87,22.49,8.17
50.25,34.75,2021,145,100.34,3.3,0.02,73.14,22.57,8.73
50.25,35.25,2021,145,100.21,3.44,0.04,72.44,22.62,9.52
50.25,35.75,2021,145,100.08,3.61,0.06,72.08,22.63,10.44
50.25,36.25,2021,145,100.07,3.79,0.07,72.25,22.65,11.41
50.25,36.75,2021,145,100.11,3.89,0.17,72.9,22.69,11.96
50.25,37.25,2021,145,100.1,3.95,0.34,73.66,22.71,12.25
50.25,37.75,2021,145,100.08,3.97,0.53,74.06,22.75,12.36
50.25,38.25,2021,145,100.07,3.91,0.57,73.89,22.82,12.33
50.25,38.75,2021,145,100.06,3.75,0.18,73.22,22.9,12.18
50.75,29.25,2021,145,100.02,4.81,0.02,75.9,20.48,10.26
50.75,29.75,2021,145,100.25,4.24,0.01,75.41,20.71,9.79
50.75,30.25,2021,145,100.48,3.65,0.0,73.97,21.04,9.83
50.75,30.75,2021,145,100.68,3.05,0.0,72.53,21.33,10.21
50.75,31.25,2021,145,100.77,2.5,0.0,73.16,21.51,10.0
50.75,31.75,2021,145,100.71,2.53,0.0,74.48,21.45,9.08
50.75,32.25,2021,145,100.61,2.62,0.0,74.83,21.48,8.35
50.75,32.75,2021,145,100.51,2.74,0.0,74.56,21.68,7.86
50.75,33.25,2021,145,100.42,2.86,0.0,74.08,21.97,7.63
50.75,33.75,2021,145,100.36,2.96,0.0,73.88,22.12,7.57
50.75,34.25,2021,145,100.29,3.07,0.01,73.2,22.23,7.66
50.75,34.75,2021,145,100.2,3.14,0.03,72.41,22.28,7.98
50.75,35.25,2021,145,100.1,3.22,0.06,71.76,22.3,8.48
50.75,35.75,2021,145,99.97,3.32,0.09,71.39,22.33,9.13
50.75,36.25,2021,145,99.83,3.45,0.08,71.31,22.33,9.92
50.75,36.75,2021,145,99.83,3.56,0.09,71.59,22.38,10.61
50.75,37.25,2021,145,99.87,3.68,0.11,72.01,22.43,11.18
50.75,37.75,2021,145,99.92,3.81,0.15,72.5,22.46,11.51
50.75,38.25,2021,145,100.0,3.9,0.17,72.9,22.5,11.63
50.75,38.75,2021,145,100.1,3.88,0.06,73.0,22.59,11.65
51.25,29.25,2021,145,100.23,4.84,0.08,77.09,20.35,10.46
51.25,29.75,2021,145,100.48,4.29,0.03,76.96,20.53,10.26
51.25,30.25,2021,145,100.63,3.73,0.01,75.69,20.77,10.08
51.25,30.75,2021,145,100.68,3.15,0.0,73.79,20.97,10.04
51.25,31.25,2021,145,100.69,2.51,0.0,72.94,21.15,10.18
51.25,31.75,2021,145,100.69,2.32,0.0,73.59,21.05,9.93
51.25,32.25,2021,145,100.63,2.33,0.0,74.33,21.06,9.14
51.25,32.75,2021,145,100.52,2.42,0.0,74.11,21.34,8.3
51.25,33.25,2021,145,100.4,2.53,0.0,73.11,21.78,7.71
51.25,33.75,2021,145,100.29,2.65,0.0,72.78,21.98,7.47
51.25,34.25,2021,145,100.19,2.75,0.01,72.51,22.03,7.43
51.25,34.75,2021,145,100.1,2.83,0.02,72.14,22.02,7.57
51.25,35.25,2021,145,99.99,2.91,0.03,71.85,21.98,7.89
51.25,35.75,2021,145,99.85,3.0,0.05,71.67,21.94,8.33
51.25,36.25,2021,145,99.67,3.14,0.04,71.47,21.91,8.74
51.25,36.75,2021,145,99.65,3.27,0.02,71.32,22.04,9.35
51.25,37.25,2021,145,99.7,3.41,0.01,71.17,22.19,9.95
51.25,37.75,2021,145,99.78,3.58,0.01,71.49,22.28,10.43
51.25,38.25,2021,145,99.91,3.76,0.01,72.28,22.32,10.8
51.25,38.75,2021,145,100.14,3.91,0.01,73.03,22.41,11.2
51.75,29.25,2021,145,100.37,4.82,0.11,78.19,20.28,10.3
51.75,29.75,2021,145,100.53,4.3,0.05,78.17,20.39,10.35
51.75,30.25,2021,145,100.62,3.77,0.02,77.47,20.51,10.21
51.75,30.75,2021,145,100.62,3.22,0.0,76.09,20.58,10.05
51.75,31.25,2021,145,100.59,2.63,0.0,74.31,20.74,10.2
51.75,31.75,2021,145,100.58,2.26,0.0,74.14,20.66,10.24
51.75,32.25,2021,145,100.51,2.14,0.0,74.68,20.66,9.52
51.75,32.75,2021,145,100.43,2.16,0.0,74.32,20.85,8.6
51.75,33.25,2021,145,100.34,2.22,0.0,73.03,21.2,7.82
51.75,33.75,2021,145,100.22,2.3,0.0,72.28,21.49,7.39
51.75,34.25,2021,145,100.11,2.32,0.0,72.06,21.56,7.34
51.75,34.75,2021,145,100.03,2.36,0.0,71.25,21.72,7.42
51.75,35.25,2021,145,99.93,2.46,0.01,70.45,21.91,7.63
51.75,35.75,2021,145,99.79,2.6,0.01,70.31,21.98,7.92
51.75,36.25,2021,145,99.63,2.77,0.01,71.56,21.71,8.17
51.75,36.75,2021,145,99.65,2.96,0.01,71.51,21.79,8.64
51.75,37.25,2021,145,99.69,3.14,0.0,71.35,21.93,9.17
51.75,37.75,2021,145,99.73,3.33,0.0,71.41,22.04,9.65
51.75,38.25,2021,145,99.82,3.53,0.0,71.82,22.09,10.1
51.75,38.75,2021,145,100.06,3.75,0.0,72.47,22.15,10.64
52.25,29.25,2021,145,100.42,4.79,0.08,79.81,20.22,9.72
52.25,29.75,2021,145,100.48,4.32,0.04,79.94,20.18,9.81
52.25,30.25,2021,145,100.54,3.84,0.02,79.58,20.23,9.77
52.25,30.75,2021,145,100.56,3.36,0.0,78.55,20.32,9.67
52.25,31.25,2021,145,100.52,2.87,0.0,76.75,20.4,9.63
52.25,31.75,2021,145,100.45,2.47,0.0,76.2,20.27,9.42
52.25,32.25,2021,145,100.32,2.21,0.0,75.86,20.2,8.87
52.25,32.75,2021,145,100.25,2.06,0.0,74.96,20.23,8.21
52.25,33.25,2021,145,100.24,1.99,0.0,73.54,20.41,7.63
52.25,33.75,2021,145,100.22,2.0,0.0,72.44,20.81,7.23
52.25,34.25,2021,145,100.06,2.01,0.0,72.36,20.9,7.22
52.25,34.75,2021,145,99.9,2.11,0.0,71.69,21.16,7.3
52.25,35.25,2021,145,99.78,2.23,0.0,70.24,21.6,7.44
52.25,35.75,2021,145,99.7,2.37,0.0,69.35,21.9,7.59
52.25,36.25,2021,145,99.6,2.53,0.0,71.88,21.47,7.64
52.25,36.75,2021,145,99.63,2.7,0.0,71.68,21.53,8.08
52.25,37.25,2021,145,99.71,2.88,0.0,71.49,21.66,8.6
52.25,37.75,2021,145,99.78,3.07,0.0,71.46,21.76,9.12
52.25,38.25,2021,145,99.85,3.27,0.0,71.62,21.8,9.65
52.25,38.75,2021,145,100.01,3.48,0.01,72.0,21.82,10.23
52.75,29.25,2021,145,100.32,4.8,0.17,82.39,20.05,8.9
52.75,29.75,2021,145,100.39,4.44,0.06,82.36,20.0,8.71
52.75,30.25,2021,145,100.44,4.03,0.03,81.98,20.02,8.5
